Order_ID,Order_Date,Customer_ID,Customer_Segment,Region,Country,Product_ID,Product_Category,Product_Name,Quantity,Unit_Price,Unit_Cost,Revenue,Cost,Profit,Sales_Rep,Payment_Method,Order_Status
ORD-10150,2024-05-29,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-06,Office Supply,Wireless Mouse,7,25,18,175,126,49,Lucas Pereira,Transfer,Completed
ORD-10151,2024-05-30,CUST-201,Corporate,North America,United States,PRD-07,Office Supplies,Paper Ream A4,5,6,3,30,15,15,Alex Morgan,Card,Completed
ORD-10152,2024-05-31,CUST-305,Consumer,Europe,Germany,PRD-08,Furniture,Conference Table,5,2200,2000,11000,10000,1000,Daniel Smith,Cash,Pending
ORD-10153,2024-06-01,CUST-178,Small Business,Asia-Pacific,Australia,PRD-09,Office Supplies,Ink Cartridge XL,6,45,40,270,240,30,Sophie Klein,Card,Completed
ORD-10154,2024-06-02,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-01,Electronics,Laptop Pro 14,4,1200,900,4800,3600,1200,Marie Dubois,Transfer,Completed
ORD-10155,2024-06-03,CUST-256,Consumer,South America,Brazil,PRD-02,Electronics,Tablet Air 10,5,600,520,3000,2600,400,Jan de Vries,Transfer,Completed
ORD-10156,2024-06-04,CUST-389,Small Business,Europe,France,PRD-03,Furniture,Office Chair Deluxe,5,320,250,1600,1250,350,Liam Chen,Transfer,Returned
ORD-10157,2024-06-05,CUST-144,Corporate,North America,Canada,PRD-04,Furniture,Standing Desk Pro,5,850,700,4250,3500,750,Wei Zhang,Cash,Completed
ORD-10158,2024-06-06,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-05,Electronics,Wireless Monitor 27,6,450,380,2700,2280,420,Omar Hassan,Transfer,Returned
ORD-10159,2024-06-07,CUST-501,Corporate,Europe,Netherlands,PRD-06,Office Supply,Wireless Mouse,5,25,18,125,90,35,Fahad Al Saud,Transfer,Completed
ORD-10160,2024-06-08,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-07,Office Supplies,Paper Ream A4,5,6,3,30,15,15,Lucas Pereira,Cash,Returned
ORD-10161,2024-06-09,CUST-201,Corporate,North America,United States,PRD-08,Furniture,Conference Table,1,2200,2000,2200,2000,200,Alex Morgan,Transfer,Pending
ORD-10162,2024-06-10,CUST-305,Consumer,Europe,Germany,PRD-09,Office Supplies,Ink Cartridge XL,7,45,40,315,280,35,Daniel Smith,Transfer,Completed
ORD-10163,2024-06-11,CUST-178,Small Business,Asia-Pacific,Australia,PRD-01,Electronics,Laptop Pro 14,6,1200,900,7200,5400,1800,Sophie Klein,Card,Returned
ORD-10164,2024-06-12,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-02,Electronics,Tablet Air 10,2,600,520,1200,1040,160,Marie Dubois,Cash,Completed
ORD-10165,2024-06-13,CUST-256,Consumer,South America,Brazil,PRD-03,Furniture,Office Chair Deluxe,2,320,250,640,500,140,Jan de Vries,Cash,Completed
ORD-10166,2024-06-14,CUST-389,Small Business,Europe,France,PRD-04,Furniture,Standing Desk Pro,1,850,700,850,700,150,Liam Chen,Card,Pending
ORD-10167,2024-06-15,CUST-144,Corporate,North America,Canada,PRD-05,Electronics,Wireless Monitor 27,4,450,380,1800,1520,280,Wei Zhang,Cash,Completed
ORD-10168,2024-06-16,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-06,Office Supply,Wireless Mouse,1,25,18,25,18,7,Omar Hassan,Cash,Returned
ORD-10169,2024-06-17,CUST-501,Corporate,Europe,Netherlands,PRD-07,Office Supplies,Paper Ream A4,4,6,3,24,12,12,Fahad Al Saud,Transfer,Completed
ORD-10170,2024-06-18,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-08,Furniture,Conference Table,4,2200,2000,8800,8000,800,Lucas Pereira,Card,Completed
ORD-10171,2024-06-19,CUST-201,Corporate,North America,United States,PRD-09,Office Supplies,Ink Cartridge XL,5,45,40,225,200,25,Alex Morgan,Cash,Completed
ORD-10172,2024-06-20,CUST-305,Consumer,Europe,Germany,PRD-01,Electronics,Laptop Pro 14,5,1200,900,6000,4500,1500,Daniel Smith,Cash,Completed
ORD-10173,2024-06-21,CUST-178,Small Business,Asia-Pacific,Australia,PRD-02,Electronics,Tablet Air 10,1,600,520,600,520,80,Sophie Klein,Transfer,Completed
ORD-10174,2024-06-22,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-03,Furniture,Office Chair Deluxe,4,320,250,1280,1000,280,Marie Dubois,Card,Pending
ORD-10175,2024-06-23,CUST-256,Consumer,South America,Brazil,PRD-04,Furniture,Standing Desk Pro,4,850,700,3400,2800,600,Jan de Vries,Cash,Completed
ORD-10176,2024-06-24,CUST-389,Small Business,Europe,France,PRD-05,Electronics,Wireless Monitor 27,5,450,380,2250,1900,350,Liam Chen,Cash,Completed
ORD-10177,2024-06-25,CUST-144,Corporate,North America,Canada,PRD-06,Office Supply,Wireless Mouse,3,25,18,75,54,21,Wei Zhang,Cash,Completed
ORD-10178,2024-06-26,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-07,Office Supplies,Paper Ream A4,2,6,3,12,6,6,Omar Hassan,Card,Completed
ORD-10179,2024-06-27,CUST-501,Corporate,Europe,Netherlands,PRD-08,Furniture,Conference Table,2,2200,2000,4400,4000,400,Fahad Al Saud,Transfer,Completed
ORD-10180,2024-06-28,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-09,Office Supplies,Ink Cartridge XL,3,45,40,135,120,15,Lucas Pereira,Card,Returned
ORD-10181,2024-06-29,CUST-201,Corporate,North America,United States,PRD-01,Electronics,Laptop Pro 14,2,1200,900,2400,1800,600,Alex Morgan,Card,Completed
ORD-10182,2024-06-30,CUST-305,Consumer,Europe,Germany,PRD-02,Electronics,Tablet Air 10,5,600,520,3000,2600,400,Daniel Smith,Cash,Pending
ORD-10183,2024-07-01,CUST-178,Small Business,Asia-Pacific,Australia,PRD-03,Furniture,Office Chair Deluxe,4,320,250,1280,1000,280,Sophie Klein,Card,Pending
ORD-10184,2024-07-02,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-04,Furniture,Standing Desk Pro,5,850,700,4250,3500,750,Marie Dubois,Card,Returned
ORD-10185,2024-07-03,CUST-256,Consumer,South America,Brazil,PRD-05,Electronics,Wireless Monitor 27,2,450,380,900,760,140,Jan de Vries,Card,Completed
ORD-10186,2024-07-04,CUST-389,Small Business,Europe,France,PRD-06,Office Supply,Wireless Mouse,3,25,18,75,54,21,Liam Chen,Card,Completed
ORD-10187,2024-07-05,CUST-144,Corporate,North America,Canada,PRD-07,Office Supplies,Paper Ream A4,4,6,3,24,12,12,Wei Zhang,Transfer,Completed
ORD-10188,2024-07-06,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-08,Furniture,Conference Table,7,2200,2000,15400,14000,1400,Omar Hassan,Cash,Pending
ORD-10189,2024-07-07,CUST-501,Corporate,Europe,Netherlands,PRD-09,Office Supplies,Ink Cartridge XL,4,45,40,180,160,20,Fahad Al Saud,Card,Pending
ORD-10190,2024-07-08,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-01,Electronics,Laptop Pro 14,7,1200,900,8400,6300,2100,Lucas Pereira,Card,Completed
ORD-10191,2024-07-09,CUST-201,Corporate,North America,United States,PRD-02,Electronics,Tablet Air 10,1,600,520,600,520,80,Alex Morgan,Transfer,Completed
ORD-10192,2024-07-10,CUST-305,Consumer,Europe,Germany,PRD-03,Furniture,Office Chair Deluxe,1,320,250,320,250,70,Daniel Smith,Transfer,Returned
ORD-10193,2024-07-11,CUST-178,Small Business,Asia-Pacific,Australia,PRD-04,Furniture,Standing Desk Pro,1,850,700,850,700,150,Sophie Klein,Transfer,Pending
ORD-10194,2024-07-12,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-05,Electronics,Wireless Monitor 27,3,450,380,1350,1140,210,Marie Dubois,Cash,Completed
ORD-10195,2024-07-13,CUST-256,Consumer,South America,Brazil,PRD-06,Office Supply,Wireless Mouse,4,25,18,100,72,28,Jan de Vries,Card,Completed
ORD-10196,2024-07-14,CUST-389,Small Business,Europe,France,PRD-07,Office Supplies,Paper Ream A4,3,6,3,18,9,9,Liam Chen,Card,Returned
ORD-10197,2024-07-15,CUST-144,Corporate,North America,Canada,PRD-08,Furniture,Conference Table,6,2200,2000,13200,12000,1200,Wei Zhang,Cash,Returned
ORD-10198,2024-07-16,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-09,Office Supplies,Ink Cartridge XL,3,45,40,135,120,15,Omar Hassan,Transfer,Pending
ORD-10199,2024-07-17,CUST-501,Corporate,Europe,Netherlands,PRD-01,Electronics,Laptop Pro 14,5,1200,900,6000,4500,1500,Fahad Al Saud,Cash,Returned
ORD-10200,2024-07-18,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-02,Electronics,Tablet Air 10,1,600,520,600,520,80,Lucas Pereira,Cash,Pending
ORD-10201,2024-07-19,CUST-201,Corporate,North America,United States,PRD-03,Furniture,Office Chair Deluxe,4,320,250,1280,1000,280,Alex Morgan,Card,Completed
ORD-10202,2024-07-20,CUST-305,Consumer,Europe,Germany,PRD-04,Furniture,Standing Desk Pro,7,850,700,5950,4900,1050,Daniel Smith,Card,Pending
ORD-10203,2024-07-21,CUST-178,Small Business,Asia-Pacific,Australia,PRD-05,Electronics,Wireless Monitor 27,2,450,380,900,760,140,Sophie Klein,Transfer,Completed
ORD-10204,2024-07-22,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-06,Office Supply,Wireless Mouse,5,25,18,125,90,35,Marie Dubois,Cash,Pending
ORD-10205,2024-07-23,CUST-256,Consumer,South America,Brazil,PRD-07,Office Supplies,Paper Ream A4,3,6,3,18,9,9,Jan de Vries,Cash,Completed
ORD-10206,2024-07-24,CUST-389,Small Business,Europe,France,PRD-08,Furniture,Conference Table,7,2200,2000,15400,14000,1400,Liam Chen,Card,Completed
ORD-10207,2024-07-25,CUST-144,Corporate,North America,Canada,PRD-09,Office Supplies,Ink Cartridge XL,2,45,40,90,80,10,Wei Zhang,Card,Pending
ORD-10208,2024-07-26,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-01,Electronics,Laptop Pro 14,6,1200,900,7200,5400,1800,Omar Hassan,Cash,Pending
ORD-10209,2024-07-27,CUST-501,Corporate,Europe,Netherlands,PRD-02,Electronics,Tablet Air 10,2,600,520,1200,1040,160,Fahad Al Saud,Card,Completed
ORD-10210,2024-07-28,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-03,Furniture,Office Chair Deluxe,3,320,250,960,750,210,Lucas Pereira,Transfer,Completed
ORD-10211,2024-07-29,CUST-201,Corporate,North America,United States,PRD-04,Furniture,Standing Desk Pro,5,850,700,4250,3500,750,Alex Morgan,Card,Pending
ORD-10212,2024-07-30,CUST-305,Consumer,Europe,Germany,PRD-05,Electronics,Wireless Monitor 27,6,450,380,2700,2280,420,Daniel Smith,Cash,Pending
ORD-10213,2024-07-31,CUST-178,Small Business,Asia-Pacific,Australia,PRD-06,Office Supply,Wireless Mouse,1,25,18,25,18,7,Sophie Klein,Transfer,Returned
ORD-10214,2024-08-01,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-07,Office Supplies,Paper Ream A4,1,6,3,6,3,3,Marie Dubois,Cash,Completed
ORD-10215,2024-08-02,CUST-256,Consumer,South America,Brazil,PRD-08,Furniture,Conference Table,5,2200,2000,11000,10000,1000,Jan de Vries,Transfer,Returned
ORD-10216,2024-08-03,CUST-389,Small Business,Europe,France,PRD-09,Office Supplies,Ink Cartridge XL,7,45,40,315,280,35,Liam Chen,Cash,Pending
ORD-10217,2024-08-04,CUST-144,Corporate,North America,Canada,PRD-01,Electronics,Laptop Pro 14,4,1200,900,4800,3600,1200,Wei Zhang,Transfer,Completed
ORD-10218,2024-08-05,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-02,Electronics,Tablet Air 10,2,600,520,1200,1040,160,Omar Hassan,Transfer,Completed
ORD-10219,2024-08-06,CUST-501,Corporate,Europe,Netherlands,PRD-03,Furniture,Office Chair Deluxe,7,320,250,2240,1750,490,Fahad Al Saud,Transfer,Completed
ORD-10220,2024-08-07,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-04,Furniture,Standing Desk Pro,5,850,700,4250,3500,750,Lucas Pereira,Card,Completed
ORD-10221,2024-08-08,CUST-201,Corporate,North America,United States,PRD-05,Electronics,Wireless Monitor 27,4,450,380,1800,1520,280,Alex Morgan,Transfer,Completed
ORD-10222,2024-08-09,CUST-305,Consumer,Europe,Germany,PRD-06,Office Supply,Wireless Mouse,4,25,18,100,72,28,Daniel Smith,Card,Completed
ORD-10223,2024-08-10,CUST-178,Small Business,Asia-Pacific,Australia,PRD-07,Office Supplies,Paper Ream A4,7,6,3,42,21,21,Sophie Klein,Card,Completed
ORD-10224,2024-08-11,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-08,Furniture,Conference Table,5,2200,2000,11000,10000,1000,Marie Dubois,Transfer,Completed
ORD-10225,2024-08-12,CUST-256,Consumer,South America,Brazil,PRD-09,Office Supplies,Ink Cartridge XL,7,45,40,315,280,35,Jan de Vries,Card,Completed
ORD-10226,2024-08-13,CUST-389,Small Business,Europe,France,PRD-01,Electronics,Laptop Pro 14,1,1200,900,1200,900,300,Liam Chen,Transfer,Pending
ORD-10227,2024-08-14,CUST-144,Corporate,North America,Canada,PRD-02,Electronics,Tablet Air 10,6,600,520,3600,3120,480,Wei Zhang,Transfer,Returned
ORD-10228,2024-08-15,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-03,Furniture,Office Chair Deluxe,5,320,250,1600,1250,350,Omar Hassan,Card,Pending
ORD-10229,2024-08-16,CUST-501,Corporate,Europe,Netherlands,PRD-04,Furniture,Standing Desk Pro,7,850,700,5950,4900,1050,Fahad Al Saud,Card,Pending
ORD-10230,2024-08-17,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-05,Electronics,Wireless Monitor 27,3,450,380,1350,1140,210,Lucas Pereira,Card,Returned
ORD-10231,2024-08-18,CUST-201,Corporate,North America,United States,PRD-06,Office Supply,Wireless Mouse,3,25,18,75,54,21,Alex Morgan,Cash,Returned
ORD-10232,2024-08-19,CUST-305,Consumer,Europe,Germany,PRD-07,Office Supplies,Paper Ream A4,1,6,3,6,3,3,Daniel Smith,Transfer,Completed
ORD-10233,2024-08-20,CUST-178,Small Business,Asia-Pacific,Australia,PRD-08,Furniture,Conference Table,1,2200,2000,2200,2000,200,Sophie Klein,Transfer,Completed
ORD-10234,2024-08-21,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-09,Office Supplies,Ink Cartridge XL,5,45,40,225,200,25,Marie Dubois,Transfer,Completed
ORD-10235,2024-08-22,CUST-256,Consumer,South America,Brazil,PRD-01,Electronics,Laptop Pro 14,7,1200,900,8400,6300,2100,Jan de Vries,Card,Completed
ORD-10236,2024-08-23,CUST-389,Small Business,Europe,France,PRD-02,Electronics,Tablet Air 10,4,600,520,2400,2080,320,Liam Chen,Transfer,Returned
ORD-10237,2024-08-24,CUST-144,Corporate,North America,Canada,PRD-03,Furniture,Office Chair Deluxe,4,320,250,1280,1000,280,Wei Zhang,Card,Completed
ORD-10238,2024-08-25,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-04,Furniture,Standing Desk Pro,4,850,700,3400,2800,600,Omar Hassan,Transfer,Completed
ORD-10239,2024-08-26,CUST-501,Corporate,Europe,Netherlands,PRD-05,Electronics,Wireless Monitor 27,4,450,380,1800,1520,280,Fahad Al Saud,Transfer,Returned
ORD-10240,2024-08-27,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-06,Office Supply,Wireless Mouse,4,25,18,100,72,28,Lucas Pereira,Card,Completed
ORD-10241,2024-08-28,CUST-201,Corporate,North America,United States,PRD-07,Office Supplies,Paper Ream A4,4,6,3,24,12,12,Alex Morgan,Cash,Completed
ORD-10242,2024-08-29,CUST-305,Consumer,Europe,Germany,PRD-08,Furniture,Conference Table,1,2200,2000,2200,2000,200,Daniel Smith,Card,Pending
ORD-10243,2024-08-30,CUST-178,Small Business,Asia-Pacific,Australia,PRD-09,Office Supplies,Ink Cartridge XL,4,45,40,180,160,20,Sophie Klein,Card,Returned
ORD-10244,2024-08-31,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-01,Electronics,Laptop Pro 14,5,1200,900,6000,4500,1500,Marie Dubois,Card,Completed
ORD-10245,2024-09-01,CUST-256,Consumer,South America,Brazil,PRD-02,Electronics,Tablet Air 10,5,600,520,3000,2600,400,Jan de Vries,Transfer,Completed
ORD-10246,2024-09-02,CUST-389,Small Business,Europe,France,PRD-03,Furniture,Office Chair Deluxe,3,320,250,960,750,210,Liam Chen,Card,Completed
ORD-10247,2024-09-03,CUST-144,Corporate,North America,Canada,PRD-04,Furniture,Standing Desk Pro,2,850,700,1700,1400,300,Wei Zhang,Transfer,Completed
ORD-10248,2024-09-04,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-05,Electronics,Wireless Monitor 27,3,450,380,1350,1140,210,Omar Hassan,Card,Pending
ORD-10249,2024-09-05,CUST-501,Corporate,Europe,Netherlands,PRD-06,Office Supply,Wireless Mouse,7,25,18,175,126,49,Fahad Al Saud,Card,Completed
ORD-10250,2024-09-06,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-07,Office Supplies,Paper Ream A4,2,6,3,12,6,6,Lucas Pereira,Cash,Completed
ORD-10251,2024-09-07,CUST-201,Corporate,North America,United States,PRD-08,Furniture,Conference Table,3,2200,2000,6600,6000,600,Alex Morgan,Card,Completed
ORD-10252,2024-09-08,CUST-305,Consumer,Europe,Germany,PRD-09,Office Supplies,Ink Cartridge XL,7,45,40,315,280,35,Daniel Smith,Card,Completed
ORD-10253,2024-09-09,CUST-178,Small Business,Asia-Pacific,Australia,PRD-01,Electronics,Laptop Pro 14,3,1200,900,3600,2700,900,Sophie Klein,Card,Pending
ORD-10254,2024-09-10,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-02,Electronics,Tablet Air 10,1,600,520,600,520,80,Marie Dubois,Transfer,Completed
ORD-10255,2024-09-11,CUST-256,Consumer,South America,Brazil,PRD-03,Furniture,Office Chair Deluxe,3,320,250,960,750,210,Jan de Vries,Cash,Completed
ORD-10256,2024-09-12,CUST-389,Small Business,Europe,France,PRD-04,Furniture,Standing Desk Pro,5,850,700,4250,3500,750,Liam Chen,Cash,Returned
ORD-10257,2024-09-13,CUST-144,Corporate,North America,Canada,PRD-05,Electronics,Wireless Monitor 27,1,450,380,450,380,70,Wei Zhang,Card,Pending
ORD-10258,2024-09-14,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-06,Office Supply,Wireless Mouse,6,25,18,150,108,42,Omar Hassan,Cash,Pending
ORD-10259,2024-09-15,CUST-501,Corporate,Europe,Netherlands,PRD-07,Office Supplies,Paper Ream A4,7,6,3,42,21,21,Fahad Al Saud,Card,Pending
ORD-10260,2024-09-16,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-08,Furniture,Conference Table,5,2200,2000,11000,10000,1000,Lucas Pereira,Transfer,Completed
ORD-10261,2024-09-17,CUST-201,Corporate,North America,United States,PRD-09,Office Supplies,Ink Cartridge XL,3,45,40,135,120,15,Alex Morgan,Card,Pending
ORD-10262,2024-09-18,CUST-305,Consumer,Europe,Germany,PRD-01,Electronics,Laptop Pro 14,6,1200,900,7200,5400,1800,Daniel Smith,Card,Completed
ORD-10263,2024-09-19,CUST-178,Small Business,Asia-Pacific,Australia,PRD-02,Electronics,Tablet Air 10,3,600,520,1800,1560,240,Sophie Klein,Card,Pending
ORD-10264,2024-09-20,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-03,Furniture,Office Chair Deluxe,4,320,250,1280,1000,280,Marie Dubois,Transfer,Completed
ORD-10265,2024-09-21,CUST-256,Consumer,South America,Brazil,PRD-04,Furniture,Standing Desk Pro,1,850,700,850,700,150,Jan de Vries,Transfer,Returned
ORD-10266,2024-09-22,CUST-389,Small Business,Europe,France,PRD-05,Electronics,Wireless Monitor 27,7,450,380,3150,2660,490,Liam Chen,Cash,Completed
ORD-10267,2024-09-23,CUST-144,Corporate,North America,Canada,PRD-06,Office Supply,Wireless Mouse,2,25,18,50,36,14,Wei Zhang,Transfer,Completed
ORD-10268,2024-09-24,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-07,Office Supplies,Paper Ream A4,3,6,3,18,9,9,Omar Hassan,Transfer,Returned
ORD-10269,2024-09-25,CUST-501,Corporate,Europe,Netherlands,PRD-08,Furniture,Conference Table,1,2200,2000,2200,2000,200,Fahad Al Saud,Transfer,Returned
ORD-10270,2024-09-26,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-09,Office Supplies,Ink Cartridge XL,5,45,40,225,200,25,Lucas Pereira,Transfer,Completed
ORD-10271,2024-09-27,CUST-201,Corporate,North America,United States,PRD-01,Electronics,Laptop Pro 14,1,1200,900,1200,900,300,Alex Morgan,Card,Pending
ORD-10272,2024-09-28,CUST-305,Consumer,Europe,Germany,PRD-02,Electronics,Tablet Air 10,5,600,520,3000,2600,400,Daniel Smith,Transfer,Completed
ORD-10273,2024-09-29,CUST-178,Small Business,Asia-Pacific,Australia,PRD-03,Furniture,Office Chair Deluxe,3,320,250,960,750,210,Sophie Klein,Cash,Returned
ORD-10274,2024-09-30,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-04,Furniture,Standing Desk Pro,2,850,700,1700,1400,300,Marie Dubois,Transfer,Completed
ORD-10275,2024-10-01,CUST-256,Consumer,South America,Brazil,PRD-05,Electronics,Wireless Monitor 27,2,450,380,900,760,140,Jan de Vries,Transfer,Completed
ORD-10276,2024-10-02,CUST-389,Small Business,Europe,France,PRD-06,Office Supply,Wireless Mouse,3,25,18,75,54,21,Liam Chen,Cash,Completed
ORD-10277,2024-10-03,CUST-144,Corporate,North America,Canada,PRD-07,Office Supplies,Paper Ream A4,4,6,3,24,12,12,Wei Zhang,Card,Completed
ORD-10278,2024-10-04,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-08,Furniture,Conference Table,7,2200,2000,15400,14000,1400,Omar Hassan,Transfer,Completed
ORD-10279,2024-10-05,CUST-501,Corporate,Europe,Netherlands,PRD-09,Office Supplies,Ink Cartridge XL,3,45,40,135,120,15,Fahad Al Saud,Card,Pending
ORD-10280,2024-10-06,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-01,Electronics,Laptop Pro 14,5,1200,900,6000,4500,1500,Lucas Pereira,Transfer,Completed
ORD-10281,2024-10-07,CUST-201,Corporate,North America,United States,PRD-02,Electronics,Tablet Air 10,2,600,520,1200,1040,160,Alex Morgan,Card,Returned
ORD-10282,2024-10-08,CUST-305,Consumer,Europe,Germany,PRD-03,Furniture,Office Chair Deluxe,4,320,250,1280,1000,280,Daniel Smith,Card,Completed
ORD-10283,2024-10-09,CUST-178,Small Business,Asia-Pacific,Australia,PRD-04,Furniture,Standing Desk Pro,6,850,700,5100,4200,900,Sophie Klein,Card,Completed
ORD-10284,2024-10-10,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-05,Electronics,Wireless Monitor 27,5,450,380,2250,1900,350,Marie Dubois,Transfer,Completed
ORD-10285,2024-10-11,CUST-256,Consumer,South America,Brazil,PRD-06,Office Supply,Wireless Mouse,3,25,18,75,54,21,Jan de Vries,Cash,Completed
ORD-10286,2024-10-12,CUST-389,Small Business,Europe,France,PRD-07,Office Supplies,Paper Ream A4,7,6,3,42,21,21,Liam Chen,Card,Completed
ORD-10287,2024-10-13,CUST-144,Corporate,North America,Canada,PRD-08,Furniture,Conference Table,6,2200,2000,13200,12000,1200,Wei Zhang,Card,Completed
ORD-10288,2024-10-14,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-09,Office Supplies,Ink Cartridge XL,3,45,40,135,120,15,Omar Hassan,Cash,Pending
ORD-10289,2024-10-15,CUST-501,Corporate,Europe,Netherlands,PRD-01,Electronics,Laptop Pro 14,2,1200,900,2400,1800,600,Fahad Al Saud,Card,Completed
ORD-10290,2024-10-16,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-02,Electronics,Tablet Air 10,3,600,520,1800,1560,240,Lucas Pereira,Cash,Pending
ORD-10291,2024-10-17,CUST-201,Corporate,North America,United States,PRD-03,Furniture,Office Chair Deluxe,5,320,250,1600,1250,350,Alex Morgan,Transfer,Returned
ORD-10292,2024-10-18,CUST-305,Consumer,Europe,Germany,PRD-04,Furniture,Standing Desk Pro,2,850,700,1700,1400,300,Daniel Smith,Card,Pending
ORD-10293,2024-10-19,CUST-178,Small Business,Asia-Pacific,Australia,PRD-05,Electronics,Wireless Monitor 27,6,450,380,2700,2280,420,Sophie Klein,Card,Pending
ORD-10294,2024-10-20,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-06,Office Supply,Wireless Mouse,1,25,18,25,18,7,Marie Dubois,Transfer,Completed
ORD-10295,2024-10-21,CUST-256,Consumer,South America,Brazil,PRD-07,Office Supplies,Paper Ream A4,1,6,3,6,3,3,Jan de Vries,Transfer,Completed
ORD-10296,2024-10-22,CUST-389,Small Business,Europe,France,PRD-08,Furniture,Conference Table,5,2200,2000,11000,10000,1000,Liam Chen,Cash,Completed
ORD-10297,2024-10-23,CUST-144,Corporate,North America,Canada,PRD-09,Office Supplies,Ink Cartridge XL,2,45,40,90,80,10,Wei Zhang,Card,Completed
ORD-10298,2024-10-24,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-01,Electronics,Laptop Pro 14,6,1200,900,7200,5400,1800,Omar Hassan,Cash,Completed
ORD-10299,2024-10-25,CUST-501,Corporate,Europe,Netherlands,PRD-02,Electronics,Tablet Air 10,7,600,520,4200,3640,560,Fahad Al Saud,Card,Completed
