Order_ID,Order_Date,Customer_ID,Customer_Segment,Region,Country,Product_ID,Product_Category,Product_Name,Quantity,Unit_Price,Unit_Cost,Revenue,Cost,Profit,Sales_Rep,Payment_Method,Order_Status
ORD-10450,2024-03-25,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-09,Office Supplies,Ink Cartridge XL,2,45,40,90,80,10,Lucas Pereira,Card,Returned
ORD-10451,2024-03-26,CUST-201,Corporate,North America,United States,PRD-01,Electronics,Laptop Pro 14,3,1200,900,3600,2700,900,Alex Morgan,Transfer,Returned
ORD-10452,2024-03-27,CUST-305,Consumer,Europe,Germany,PRD-02,Electronics,Tablet Air 10,1,600,520,600,520,80,Daniel Smith,Transfer,Completed
ORD-10453,2024-03-28,CUST-178,Small Business,Asia-Pacific,Australia,PRD-03,Furniture,Office Chair Deluxe,6,320,250,1920,1500,420,Sophie Klein,Cash,Completed
ORD-10454,2024-03-29,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-04,Furniture,Standing Desk Pro,2,850,700,1700,1400,300,Marie Dubois,Cash,Completed
ORD-10455,2024-03-30,CUST-256,Consumer,South America,Brazil,PRD-05,Electronics,Wireless Monitor 27,6,450,380,2700,2280,420,Jan de Vries,Card,Completed
ORD-10456,2024-03-31,CUST-389,Small Business,Europe,France,PRD-06,Office Supply,Wireless Mouse,5,25,18,125,90,35,Liam Chen,Card,Completed
ORD-10457,2024-04-01,CUST-144,Corporate,North America,Canada,PRD-07,Office Supplies,Paper Ream A4,6,6,3,36,18,18,Wei Zhang,Transfer,Completed
ORD-10458,2024-04-02,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-08,Furniture,Conference Table,6,2200,2000,13200,12000,1200,Omar Hassan,Transfer,Completed
ORD-10459,2024-04-03,CUST-501,Corporate,Europe,Netherlands,PRD-09,Office Supplies,Ink Cartridge XL,5,45,40,225,200,25,Fahad Al Saud,Card,Completed
ORD-10460,2024-04-04,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-01,Electronics,Laptop Pro 14,7,1200,900,8400,6300,2100,Lucas Pereira,Card,Completed
ORD-10461,2024-04-05,CUST-201,Corporate,North America,United States,PRD-02,Electronics,Tablet Air 10,6,600,520,3600,3120,480,Alex Morgan,Transfer,Pending
ORD-10462,2024-04-06,CUST-305,Consumer,Europe,Germany,PRD-03,Furniture,Office Chair Deluxe,2,320,250,640,500,140,Daniel Smith,Card,Completed
ORD-10463,2024-04-07,CUST-178,Small Business,Asia-Pacific,Australia,PRD-04,Furniture,Standing Desk Pro,1,850,700,850,700,150,Sophie Klein,Card,Completed
ORD-10464,2024-04-08,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-05,Electronics,Wireless Monitor 27,6,450,380,2700,2280,420,Marie Dubois,Transfer,Returned
ORD-10465,2024-04-09,CUST-256,Consumer,South America,Brazil,PRD-06,Office Supply,Wireless Mouse,7,25,18,175,126,49,Jan de Vries,Card,Completed
ORD-10466,2024-04-10,CUST-389,Small Business,Europe,France,PRD-07,Office Supplies,Paper Ream A4,6,6,3,36,18,18,Liam Chen,Card,Completed
ORD-10467,2024-04-11,CUST-144,Corporate,North America,Canada,PRD-08,Furniture,Conference Table,1,2200,2000,2200,2000,200,Wei Zhang,Cash,Completed
ORD-10468,2024-04-12,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-09,Office Supplies,Ink Cartridge XL,2,45,40,90,80,10,Omar Hassan,Card,Completed
ORD-10469,2024-04-13,CUST-501,Corporate,Europe,Netherlands,PRD-01,Electronics,Laptop Pro 14,5,1200,900,6000,4500,1500,Fahad Al Saud,Cash,Completed
ORD-10470,2024-04-14,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-02,Electronics,Tablet Air 10,5,600,520,3000,2600,400,Lucas Pereira,Card,Completed
ORD-10471,2024-04-15,CUST-201,Corporate,North America,United States,PRD-03,Furniture,Office Chair Deluxe,5,320,250,1600,1250,350,Alex Morgan,Transfer,Completed
ORD-10472,2024-04-16,CUST-305,Consumer,Europe,Germany,PRD-04,Furniture,Standing Desk Pro,6,850,700,5100,4200,900,Daniel Smith,Transfer,Returned
ORD-10473,2024-04-17,CUST-178,Small Business,Asia-Pacific,Australia,PRD-05,Electronics,Wireless Monitor 27,6,450,380,2700,2280,420,Sophie Klein,Cash,Completed
ORD-10474,2024-04-18,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-06,Office Supply,Wireless Mouse,3,25,18,75,54,21,Marie Dubois,Card,Returned
ORD-10475,2024-04-19,CUST-256,Consumer,South America,Brazil,PRD-07,Office Supplies,Paper Ream A4,3,6,3,18,9,9,Jan de Vries,Transfer,Pending
ORD-10476,2024-04-20,CUST-389,Small Business,Europe,France,PRD-08,Furniture,Conference Table,5,2200,2000,11000,10000,1000,Liam Chen,Cash,Completed
ORD-10477,2024-04-21,CUST-144,Corporate,North America,Canada,PRD-09,Office Supplies,Ink Cartridge XL,4,45,40,180,160,20,Wei Zhang,Card,Completed
ORD-10478,2024-04-22,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-01,Electronics,Laptop Pro 14,7,1200,900,8400,6300,2100,Omar Hassan,Cash,Completed
ORD-10479,2024-04-23,CUST-501,Corporate,Europe,Netherlands,PRD-02,Electronics,Tablet Air 10,7,600,520,4200,3640,560,Fahad Al Saud,Cash,Pending
ORD-10480,2024-04-24,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-03,Furniture,Office Chair Deluxe,1,320,250,320,250,70,Lucas Pereira,Transfer,Returned
ORD-10481,2024-04-25,CUST-201,Corporate,North America,United States,PRD-04,Furniture,Standing Desk Pro,7,850,700,5950,4900,1050,Alex Morgan,Cash,Completed
ORD-10482,2024-04-26,CUST-305,Consumer,Europe,Germany,PRD-05,Electronics,Wireless Monitor 27,4,450,380,1800,1520,280,Daniel Smith,Cash,Completed
ORD-10483,2024-04-27,CUST-178,Small Business,Asia-Pacific,Australia,PRD-06,Office Supply,Wireless Mouse,6,25,18,150,108,42,Sophie Klein,Cash,Pending
ORD-10484,2024-04-28,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-07,Office Supplies,Paper Ream A4,3,6,3,18,9,9,Marie Dubois,Transfer,Completed
ORD-10485,2024-04-29,CUST-256,Consumer,South America,Brazil,PRD-08,Furniture,Conference Table,2,2200,2000,4400,4000,400,Jan de Vries,Transfer,Pending
ORD-10486,2024-04-30,CUST-389,Small Business,Europe,France,PRD-09,Office Supplies,Ink Cartridge XL,1,45,40,45,40,5,Liam Chen,Card,Completed
ORD-10487,2024-05-01,CUST-144,Corporate,North America,Canada,PRD-01,Electronics,Laptop Pro 14,1,1200,900,1200,900,300,Wei Zhang,Card,Pending
ORD-10488,2024-05-02,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-02,Electronics,Tablet Air 10,3,600,520,1800,1560,240,Omar Hassan,Transfer,Completed
ORD-10489,2024-05-03,CUST-501,Corporate,Europe,Netherlands,PRD-03,Furniture,Office Chair Deluxe,7,320,250,2240,1750,490,Fahad Al Saud,Cash,Completed
ORD-10490,2024-05-04,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-04,Furniture,Standing Desk Pro,2,850,700,1700,1400,300,Lucas Pereira,Card,Returned
ORD-10491,2024-05-05,CUST-201,Corporate,North America,United States,PRD-05,Electronics,Wireless Monitor 27,4,450,380,1800,1520,280,Alex Morgan,Cash,Completed
ORD-10492,2024-05-06,CUST-305,Consumer,Europe,Germany,PRD-06,Office Supply,Wireless Mouse,4,25,18,100,72,28,Daniel Smith,Cash,Pending
ORD-10493,2024-05-07,CUST-178,Small Business,Asia-Pacific,Australia,PRD-07,Office Supplies,Paper Ream A4,4,6,3,24,12,12,Sophie Klein,Cash,Completed
ORD-10494,2024-05-08,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-08,Furniture,Conference Table,1,2200,2000,2200,2000,200,Marie Dubois,Card,Completed
ORD-10495,2024-05-09,CUST-256,Consumer,South America,Brazil,PRD-09,Office Supplies,Ink Cartridge XL,2,45,40,90,80,10,Jan de Vries,Card,Completed
ORD-10496,2024-05-10,CUST-389,Small Business,Europe,France,PRD-01,Electronics,Laptop Pro 14,7,1200,900,8400,6300,2100,Liam Chen,Transfer,Completed
ORD-10497,2024-05-11,CUST-144,Corporate,North America,Canada,PRD-02,Electronics,Tablet Air 10,7,600,520,4200,3640,560,Wei Zhang,Card,Completed
ORD-10498,2024-05-12,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-03,Furniture,Office Chair Deluxe,7,320,250,2240,1750,490,Omar Hassan,Card,Completed
ORD-10499,2024-05-13,CUST-501,Corporate,Europe,Netherlands,PRD-04,Furniture,Standing Desk Pro,2,850,700,1700,1400,300,Fahad Al Saud,Card,Returned
ORD-10500,2024-05-14,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-05,Electronics,Wireless Monitor 27,7,450,380,3150,2660,490,Lucas Pereira,Cash,Completed
ORD-10501,2024-05-15,CUST-201,Corporate,North America,United States,PRD-06,Office Supply,Wireless Mouse,1,25,18,25,18,7,Alex Morgan,Card,Completed
ORD-10502,2024-05-16,CUST-305,Consumer,Europe,Germany,PRD-07,Office Supplies,Paper Ream A4,7,6,3,42,21,21,Daniel Smith,Transfer,Completed
ORD-10503,2024-05-17,CUST-178,Small Business,Asia-Pacific,Australia,PRD-08,Furniture,Conference Table,7,2200,2000,15400,14000,1400,Sophie Klein,Transfer,Pending
ORD-10504,2024-05-18,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-09,Office Supplies,Ink Cartridge XL,6,45,40,270,240,30,Marie Dubois,Transfer,Pending
ORD-10505,2024-05-19,CUST-256,Consumer,South America,Brazil,PRD-01,Electronics,Laptop Pro 14,7,1200,900,8400,6300,2100,Jan de Vries,Card,Completed
ORD-10506,2024-05-20,CUST-389,Small Business,Europe,France,PRD-02,Electronics,Tablet Air 10,2,600,520,1200,1040,160,Liam Chen,Cash,Pending
ORD-10507,2024-05-21,CUST-144,Corporate,North America,Canada,PRD-03,Furniture,Office Chair Deluxe,2,320,250,640,500,140,Wei Zhang,Cash,Returned
ORD-10508,2024-05-22,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-04,Furniture,Standing Desk Pro,7,850,700,5950,4900,1050,Omar Hassan,Cash,Completed
ORD-10509,2024-05-23,CUST-501,Corporate,Europe,Netherlands,PRD-05,Electronics,Wireless Monitor 27,3,450,380,1350,1140,210,Fahad Al Saud,Transfer,Completed
ORD-10510,2024-05-24,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-06,Office Supply,Wireless Mouse,6,25,18,150,108,42,Lucas Pereira,Cash,Completed
ORD-10511,2024-05-25,CUST-201,Corporate,North America,United States,PRD-07,Office Supplies,Paper Ream A4,4,6,3,24,12,12,Alex Morgan,Card,Completed
ORD-10512,2024-05-26,CUST-305,Consumer,Europe,Germany,PRD-08,Furniture,Conference Table,3,2200,2000,6600,6000,600,Daniel Smith,Card,Completed
ORD-10513,2024-05-27,CUST-178,Small Business,Asia-Pacific,Australia,PRD-09,Office Supplies,Ink Cartridge XL,2,45,40,90,80,10,Sophie Klein,Cash,Returned
ORD-10514,2024-05-28,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-01,Electronics,Laptop Pro 14,7,1200,900,8400,6300,2100,Marie Dubois,Cash,Completed
ORD-10515,2024-05-29,CUST-256,Consumer,South America,Brazil,PRD-02,Electronics,Tablet Air 10,4,600,520,2400,2080,320,Jan de Vries,Card,Completed
ORD-10516,2024-05-30,CUST-389,Small Business,Europe,France,PRD-03,Furniture,Office Chair Deluxe,5,320,250,1600,1250,350,Liam Chen,Transfer,Completed
ORD-10517,2024-05-31,CUST-144,Corporate,North America,Canada,PRD-04,Furniture,Standing Desk Pro,5,850,700,4250,3500,750,Wei Zhang,Transfer,Returned
ORD-10518,2024-06-01,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-05,Electronics,Wireless Monitor 27,6,450,380,2700,2280,420,Omar Hassan,Transfer,Completed
ORD-10519,2024-06-02,CUST-501,Corporate,Europe,Netherlands,PRD-06,Office Supply,Wireless Mouse,2,25,18,50,36,14,Fahad Al Saud,Transfer,Completed
ORD-10520,2024-06-03,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-07,Office Supplies,Paper Ream A4,7,6,3,42,21,21,Lucas Pereira,Card,Pending
ORD-10521,2024-06-04,CUST-201,Corporate,North America,United States,PRD-08,Furniture,Conference Table,2,2200,2000,4400,4000,400,Alex Morgan,Cash,Completed
ORD-10522,2024-06-05,CUST-305,Consumer,Europe,Germany,PRD-09,Office Supplies,Ink Cartridge XL,7,45,40,315,280,35,Daniel Smith,Transfer,Returned
ORD-10523,2024-06-06,CUST-178,Small Business,Asia-Pacific,Australia,PRD-01,Electronics,Laptop Pro 14,5,1200,900,6000,4500,1500,Sophie Klein,Transfer,Completed
ORD-10524,2024-06-07,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-02,Electronics,Tablet Air 10,5,600,520,3000,2600,400,Marie Dubois,Transfer,Pending
ORD-10525,2024-06-08,CUST-256,Consumer,South America,Brazil,PRD-03,Furniture,Office Chair Deluxe,4,320,250,1280,1000,280,Jan de Vries,Card,Returned
ORD-10526,2024-06-09,CUST-389,Small Business,Europe,France,PRD-04,Furniture,Standing Desk Pro,7,850,700,5950,4900,1050,Liam Chen,Card,Completed
ORD-10527,2024-06-10,CUST-144,Corporate,North America,Canada,PRD-05,Electronics,Wireless Monitor 27,6,450,380,2700,2280,420,Wei Zhang,Card,Returned
ORD-10528,2024-06-11,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-06,Office Supply,Wireless Mouse,5,25,18,125,90,35,Omar Hassan,Card,Completed
ORD-10529,2024-06-12,CUST-501,Corporate,Europe,Netherlands,PRD-07,Office Supplies,Paper Ream A4,3,6,3,18,9,9,Fahad Al Saud,Card,Completed
ORD-10530,2024-06-13,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-08,Furniture,Conference Table,4,2200,2000,8800,8000,800,Lucas Pereira,Transfer,Pending
ORD-10531,2024-06-14,CUST-201,Corporate,North America,United States,PRD-09,Office Supplies,Ink Cartridge XL,1,45,40,45,40,5,Alex Morgan,Card,Pending
ORD-10532,2024-06-15,CUST-305,Consumer,Europe,Germany,PRD-01,Electronics,Laptop Pro 14,6,1200,900,7200,5400,1800,Daniel Smith,Cash,Completed
ORD-10533,2024-06-16,CUST-178,Small Business,Asia-Pacific,Australia,PRD-02,Electronics,Tablet Air 10,7,600,520,4200,3640,560,Sophie Klein,Card,Completed
ORD-10534,2024-06-17,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-03,Furniture,Office Chair Deluxe,4,320,250,1280,1000,280,Marie Dubois,Cash,Completed
ORD-10535,2024-06-18,CUST-256,Consumer,South America,Brazil,PRD-04,Furniture,Standing Desk Pro,5,850,700,4250,3500,750,Jan de Vries,Card,Pending
ORD-10536,2024-06-19,CUST-389,Small Business,Europe,France,PRD-05,Electronics,Wireless Monitor 27,3,450,380,1350,1140,210,Liam Chen,Transfer,Completed
ORD-10537,2024-06-20,CUST-144,Corporate,North America,Canada,PRD-06,Office Supply,Wireless Mouse,6,25,18,150,108,42,Wei Zhang,Card,Completed
ORD-10538,2024-06-21,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-07,Office Supplies,Paper Ream A4,1,6,3,6,3,3,Omar Hassan,Cash,Returned
ORD-10539,2024-06-22,CUST-501,Corporate,Europe,Netherlands,PRD-08,Furniture,Conference Table,4,2200,2000,8800,8000,800,Fahad Al Saud,Cash,Returned
ORD-10540,2024-06-23,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-09,Office Supplies,Ink Cartridge XL,5,45,40,225,200,25,Lucas Pereira,Cash,Pending
ORD-10541,2024-06-24,CUST-201,Corporate,North America,United States,PRD-01,Electronics,Laptop Pro 14,3,1200,900,3600,2700,900,Alex Morgan,Card,Completed
ORD-10542,2024-06-25,CUST-305,Consumer,Europe,Germany,PRD-02,Electronics,Tablet Air 10,3,600,520,1800,1560,240,Daniel Smith,Transfer,Completed
ORD-10543,2024-06-26,CUST-178,Small Business,Asia-Pacific,Australia,PRD-03,Furniture,Office Chair Deluxe,2,320,250,640,500,140,Sophie Klein,Card,Completed
ORD-10544,2024-06-27,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-04,Furniture,Standing Desk Pro,2,850,700,1700,1400,300,Marie Dubois,Cash,Pending
ORD-10545,2024-06-28,CUST-256,Consumer,South America,Brazil,PRD-05,Electronics,Wireless Monitor 27,5,450,380,2250,1900,350,Jan de Vries,Transfer,Completed
ORD-10546,2024-06-29,CUST-389,Small Business,Europe,France,PRD-06,Office Supply,Wireless Mouse,1,25,18,25,18,7,Liam Chen,Cash,Returned
ORD-10547,2024-06-30,CUST-144,Corporate,North America,Canada,PRD-07,Office Supplies,Paper Ream A4,2,6,3,12,6,6,Wei Zhang,Card,Pending
ORD-10548,2024-07-01,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-08,Furniture,Conference Table,3,2200,2000,6600,6000,600,Omar Hassan,Transfer,Completed
ORD-10549,2024-07-02,CUST-501,Corporate,Europe,Netherlands,PRD-09,Office Supplies,Ink Cartridge XL,2,45,40,90,80,10,Fahad Al Saud,Transfer,Completed
ORD-10550,2024-07-03,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-01,Electronics,Laptop Pro 14,3,1200,900,3600,2700,900,Lucas Pereira,Cash,Pending
ORD-10551,2024-07-04,CUST-201,Corporate,North America,United States,PRD-02,Electronics,Tablet Air 10,5,600,520,3000,2600,400,Alex Morgan,Cash,Completed
ORD-10552,2024-07-05,CUST-305,Consumer,Europe,Germany,PRD-03,Furniture,Office Chair Deluxe,1,320,250,320,250,70,Daniel Smith,Transfer,Pending
ORD-10553,2024-07-06,CUST-178,Small Business,Asia-Pacific,Australia,PRD-04,Furniture,Standing Desk Pro,2,850,700,1700,1400,300,Sophie Klein,Cash,Completed
ORD-10554,2024-07-07,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-05,Electronics,Wireless Monitor 27,3,450,380,1350,1140,210,Marie Dubois,Cash,Returned
ORD-10555,2024-07-08,CUST-256,Consumer,South America,Brazil,PRD-06,Office Supply,Wireless Mouse,5,25,18,125,90,35,Jan de Vries,Card,Completed
ORD-10556,2024-07-09,CUST-389,Small Business,Europe,France,PRD-07,Office Supplies,Paper Ream A4,1,6,3,6,3,3,Liam Chen,Transfer,Returned
ORD-10557,2024-07-10,CUST-144,Corporate,North America,Canada,PRD-08,Furniture,Conference Table,2,2200,2000,4400,4000,400,Wei Zhang,Card,Completed
ORD-10558,2024-07-11,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-09,Office Supplies,Ink Cartridge XL,5,45,40,225,200,25,Omar Hassan,Cash,Completed
ORD-10559,2024-07-12,CUST-501,Corporate,Europe,Netherlands,PRD-01,Electronics,Laptop Pro 14,2,1200,900,2400,1800,600,Fahad Al Saud,Cash,Completed
ORD-10560,2024-07-13,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-02,Electronics,Tablet Air 10,5,600,520,3000,2600,400,Lucas Pereira,Transfer,Completed
ORD-10561,2024-07-14,CUST-201,Corporate,North America,United States,PRD-03,Furniture,Office Chair Deluxe,6,320,250,1920,1500,420,Alex Morgan,Card,Returned
ORD-10562,2024-07-15,CUST-305,Consumer,Europe,Germany,PRD-04,Furniture,Standing Desk Pro,5,850,700,4250,3500,750,Daniel Smith,Card,Pending
ORD-10563,2024-07-16,CUST-178,Small Business,Asia-Pacific,Australia,PRD-05,Electronics,Wireless Monitor 27,1,450,380,450,380,70,Sophie Klein,Transfer,Pending
ORD-10564,2024-07-17,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-06,Office Supply,Wireless Mouse,6,25,18,150,108,42,Marie Dubois,Card,Completed
ORD-10565,2024-07-18,CUST-256,Consumer,South America,Brazil,PRD-07,Office Supplies,Paper Ream A4,2,6,3,12,6,6,Jan de Vries,Cash,Completed
ORD-10566,2024-07-19,CUST-389,Small Business,Europe,France,PRD-08,Furniture,Conference Table,3,2200,2000,6600,6000,600,Liam Chen,Card,Pending
ORD-10567,2024-07-20,CUST-144,Corporate,North America,Canada,PRD-09,Office Supplies,Ink Cartridge XL,1,45,40,45,40,5,Wei Zhang,Transfer,Completed
ORD-10568,2024-07-21,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-01,Electronics,Laptop Pro 14,4,1200,900,4800,3600,1200,Omar Hassan,Card,Completed
ORD-10569,2024-07-22,CUST-501,Corporate,Europe,Netherlands,PRD-02,Electronics,Tablet Air 10,3,600,520,1800,1560,240,Fahad Al Saud,Card,Pending
ORD-10570,2024-07-23,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-03,Furniture,Office Chair Deluxe,3,320,250,960,750,210,Lucas Pereira,Card,Completed
ORD-10571,2024-07-24,CUST-201,Corporate,North America,United States,PRD-04,Furniture,Standing Desk Pro,5,850,700,4250,3500,750,Alex Morgan,Transfer,Returned
ORD-10572,2024-07-25,CUST-305,Consumer,Europe,Germany,PRD-05,Electronics,Wireless Monitor 27,7,450,380,3150,2660,490,Daniel Smith,Cash,Returned
ORD-10573,2024-07-26,CUST-178,Small Business,Asia-Pacific,Australia,PRD-06,Office Supply,Wireless Mouse,7,25,18,175,126,49,Sophie Klein,Card,Completed
ORD-10574,2024-07-27,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-07,Office Supplies,Paper Ream A4,5,6,3,30,15,15,Marie Dubois,Transfer,Completed
ORD-10575,2024-07-28,CUST-256,Consumer,South America,Brazil,PRD-08,Furniture,Conference Table,3,2200,2000,6600,6000,600,Jan de Vries,Cash,Completed
ORD-10576,2024-07-29,CUST-389,Small Business,Europe,France,PRD-09,Office Supplies,Ink Cartridge XL,2,45,40,90,80,10,Liam Chen,Cash,Pending
ORD-10577,2024-07-30,CUST-144,Corporate,North America,Canada,PRD-01,Electronics,Laptop Pro 14,6,1200,900,7200,5400,1800,Wei Zhang,Cash,Completed
ORD-10578,2024-07-31,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-02,Electronics,Tablet Air 10,4,600,520,2400,2080,320,Omar Hassan,Transfer,Pending
ORD-10579,2024-08-01,CUST-501,Corporate,Europe,Netherlands,PRD-03,Furniture,Office Chair Deluxe,5,320,250,1600,1250,350,Fahad Al Saud,Cash,Completed
ORD-10580,2024-08-02,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-04,Furniture,Standing Desk Pro,5,850,700,4250,3500,750,Lucas Pereira,Transfer,Completed
ORD-10581,2024-08-03,CUST-201,Corporate,North America,United States,PRD-05,Electronics,Wireless Monitor 27,1,450,380,450,380,70,Alex Morgan,Card,Completed
ORD-10582,2024-08-04,CUST-305,Consumer,Europe,Germany,PRD-06,Office Supply,Wireless Mouse,7,25,18,175,126,49,Daniel Smith,Transfer,Returned
ORD-10583,2024-08-05,CUST-178,Small Business,Asia-Pacific,Australia,PRD-07,Office Supplies,Paper Ream A4,5,6,3,30,15,15,Sophie Klein,Cash,Completed
ORD-10584,2024-08-06,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-08,Furniture,Conference Table,6,2200,2000,13200,12000,1200,Marie Dubois,Cash,Completed
ORD-10585,2024-08-07,CUST-256,Consumer,South America,Brazil,PRD-09,Office Supplies,Ink Cartridge XL,1,45,40,45,40,5,Jan de Vries,Transfer,Returned
ORD-10586,2024-08-08,CUST-389,Small Business,Europe,France,PRD-01,Electronics,Laptop Pro 14,4,1200,900,4800,3600,1200,Liam Chen,Cash,Pending
ORD-10587,2024-08-09,CUST-144,Corporate,North America,Canada,PRD-02,Electronics,Tablet Air 10,5,600,520,3000,2600,400,Wei Zhang,Transfer,Returned
ORD-10588,2024-08-10,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-03,Furniture,Office Chair Deluxe,4,320,250,1280,1000,280,Omar Hassan,Transfer,Returned
ORD-10589,2024-08-11,CUST-501,Corporate,Europe,Netherlands,PRD-04,Furniture,Standing Desk Pro,3,850,700,2550,2100,450,Fahad Al Saud,Card,Returned
ORD-10590,2024-08-12,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-05,Electronics,Wireless Monitor 27,6,450,380,2700,2280,420,Lucas Pereira,Card,Completed
ORD-10591,2024-08-13,CUST-201,Corporate,North America,United States,PRD-06,Office Supply,Wireless Mouse,6,25,18,150,108,42,Alex Morgan,Card,Completed
ORD-10592,2024-08-14,CUST-305,Consumer,Europe,Germany,PRD-07,Office Supplies,Paper Ream A4,3,6,3,18,9,9,Daniel Smith,Transfer,Completed
ORD-10593,2024-08-15,CUST-178,Small Business,Asia-Pacific,Australia,PRD-08,Furniture,Conference Table,6,2200,2000,13200,12000,1200,Sophie Klein,Cash,Pending
ORD-10594,2024-08-16,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-09,Office Supplies,Ink Cartridge XL,4,45,40,180,160,20,Marie Dubois,Cash,Completed
ORD-10595,2024-08-17,CUST-256,Consumer,South America,Brazil,PRD-01,Electronics,Laptop Pro 14,4,1200,900,4800,3600,1200,Jan de Vries,Card,Returned
ORD-10596,2024-08-18,CUST-389,Small Business,Europe,France,PRD-02,Electronics,Tablet Air 10,7,600,520,4200,3640,560,Liam Chen,Card,Completed
ORD-10597,2024-08-19,CUST-144,Corporate,North America,Canada,PRD-03,Furniture,Office Chair Deluxe,1,320,250,320,250,70,Wei Zhang,Transfer,Completed
ORD-10598,2024-08-20,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-04,Furniture,Standing Desk Pro,3,850,700,2550,2100,450,Omar Hassan,Transfer,Completed
ORD-10599,2024-08-21,CUST-501,Corporate,Europe,Netherlands,PRD-05,Electronics,Wireless Monitor 27,2,450,380,900,760,140,Fahad Al Saud,Transfer,Completed
ORD-10600,2024-08-22,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-06,Office Supply,Wireless Mouse,5,25,18,125,90,35,Lucas Pereira,Card,Completed
